"sentence","tag"
"na","Facilities"
"extraordinary!!","Facilities"
"staff hotel professional went extra mile possible make stay easy possible. hotel self perfect location short walk lot things us. room lovely, modern ive slept comfier bed! view room amazing bathroom.","Facilities"
"didnt like fact sauna steam room facilities separate changing rooms expecting pool area big windows looking city dirty barely out. tried phoning room service multiple times morning hours pre planned answer phone just rang rang.","Facilities"
"staff incredible! child friendly. great facilities wonderful heated pool, gym spa.","Facilities"
"great want stay south great connectivity london given liverpool station close 20mins likes mayfair.","Facilities"
"style, facilities, staff service","Facilities"
"location good, best young children","Facilities"
"nice place good staff","Facilities"
"beautiful looking, excellent facilities, really good bars restaurants, staff check fantastic","Facilities"
"nice room service little disappointing, food wasnt exactly described menu felt little dry time room. service staff delivered took order exceptional","Facilities"
"comfortable clean","Facilities"
"facilities service","Facilities"
"loved hotel staff excellent, small dog staying facilitate stay. loved sunday roast hotel offered. rooms extremely cosy comfortable hotels location faulted 1010 highly recommend!","Facilities"
"just amazing staff, felt welcomed valued soon walked in, felt like family.","Facilities"
"pure zen heart london","Facilities"
"office space relaxation area bit strange. formal desks rooms good set remote working.","Facilities"
"hotel class. make feel special times.","Facilities"
"great hotel excellent location. room spacious modern design, clean quiet. really appreciated big bathroom huge shower. hotel situated close liverpool street station convenient.","Facilities"
"perfect.","Facilities"
"perfect location, beautiful hotel, relaxing pool, good wifi, really friendly stuff","Facilities"
"perfect. attention remarkable","Facilities"
"nothing.","Facilities"
"wonderful, luxurious, new hotel, great facilities friendly staff. happy upgraded room view arrival, woman check desk showed room showed nice touch. view 16th floor incredible, room beautiful, spacious needed mini bar offerings especially great. diptyque toiletries real treat also! loved pool, felt little cold temperature, kids hours strictly place headed point kids hours multiple kids splashing shouting disturbing ambiance. loved drawing room able work peace, surprised staff came offer menu ask needed ordered coffee maybe snack whilst worked. staff door hotel greet morning especially friendly kind. ginger lily bar wonderful, got tasty cocktails finger food there.","Facilities"
"reason giving 9 instead 10 room service pool service food hotel let down. ordered room service couple times food sub par incorrect. instance, ordered 3 egg omelette breakfast sent omelette egg whites did taste nearly good yolks included. ordered fries occasion, bowls portions absolutely tiny, especially high price. ordered food pool, ordered set menu item scrambled eggs toast smoked salmon. meal arrived salmon included, eggs seasoned tasted bland. compared star hotels, room service poolside meals standard, hotel wonderful!","Facilities"
"clean, spacious, comfortable, aesthetically pleasing, greta decor","Facilities"
"really. loved tiny bit property","Facilities"
"nice ambience","Facilities"
"ordered room service, expressing strict dietary requirements. did completely ignore request send food subsequently didnt eat. valet parking check took 1.5 hours bring car round! absolute joke. spent just grand nights extremely disappointed, standard expect star hotel.","Facilities"
"wonderful hotel. immaculate way. staff amazing. family friendly! true 5 hotel. definitely returning.","Facilities"
"amazing customer service amazing","Facilities"
"loved everything!","Facilities"
"stayed lots 5 hotels best ive stayed in. exceptional, staff size room, decor, cleanliness, spec, absolutely quality. concierge reception staff outstanding, hand help absolutely anything. diptique products bonus! bed comfortable room quiet peaceful. time come london, doubt new to!","Facilities"
"location room.","Facilities"
"bed bit uncomfortable","Facilities"
"excellent customer service, went","Facilities"
"fault thing","Facilities"
"location east london hipster feel it. wide range restaurants around. liverpool street station literally 3 minutes walking great, underground access oxford circus mayfair area convenient elizabeth line efficient.","Facilities"
"using taxi access west london commute best time consuming. areas west london feel dodgy sometimes, honestly didnt feel unsafe all.","Facilities"
"highly recommend! stay pan pacific wonderful. high attention staff, rooms spotless, daily room service immaculate, great facilities, great location. fault.","Facilities"
"comfortable big","Facilities"
"room service","Facilities"
"view, cleanness, location, customer service, basically exceeded expectations. definitely returning!","Facilities"
"suites extremely narrow difficult fit 1 piece luggage. extra bed provided small hardly fits adult small body built.","Facilities"
"truly excellent staff stunning hotel room great views","Facilities"
"shown room pleasant helpful alex. room 11th floor, clean, spacious, modern, great view beautiful bathroom. doors surprising quiet, didnt guests doors slamming banging night. bed quite soft me, ideal husband comfortable personal preference. infinity pool beautiful","Facilities"
"room improvement 35 cooked breakfast person added service charge. ive better service costa. cutlery removed table, just finished ask extra cutlery wanted more. asked fried egg lady cooks them, told bring over, arrived, surprising appeared phone, toast. trivial chairs really drag floor noisy close plate warmer heat plates. say service experience breakfast let experience down. expected pay breakfast insult slapped service charge real service. didnt instructions use digital lockers pool changing area note inside locker useful changing room didnt know mum wouldnt comfortable change infornt people.","Facilities"
"attentive staff, detailed oriented","Facilities"
"new, clean, elegant","Facilities"
"brand new hotel, perfectly located, great room finishing comfort","Facilities"
"slow service strait restaurant","Facilities"
"concierge service, location, friendly staff.","Facilities"
"breakfast excellent. hotel just minute walk liverpool street station just hop west end.","Facilities"
"nothing.","Facilities"
"facilities clean, staff courteous welcoming. upgraded room arrival. surprise treat 5o celebrate birthday turndown.","Facilities"
"electrics didnt work bedroom, near bed.","Facilities"
"lovely","Facilities"
"wellbeing abit confusing","Facilities"
"clean comfortable. good size room nights. staff helpful","Facilities"
"coffee available lobby.","Facilities"
"room, service","Facilities"
"sauna steam room separate changing rooms. couple wanted together.","Facilities"
"excellent staff attention step. accommodating best stays london. facilities adequate hotel bar talented friendly bar staff. room exceptionally clean, comfortable, highest quality materials used throughout. ill staying future.","Facilities"
"thats negative caught surprise. hotel restaurant authentic fine dining. delicious food brilliant wait staff. expansive vintage wine champagne selection youd maybe expect refined plate.","Facilities"
"sublime hotel.","Facilities"
"high tea orchid lounge pricey worth it.","Facilities"
"rarely leave feedback absolutely fabulous!!! evening diners spa rituals afternoon tea cherish finden orchid lounge amazing staff professional!","Facilities"
"liked location pleasant service.","Facilities"
"didnt like.","Facilities"
"convenient nice location","Facilities"
"na","Facilities"
"beautiful asian style new hotel. friendly obliging stuff, equipped clean rooms, wonderful bed, good buffet breakfast, nice bar thanks andrea argentina perfect knowledgeable service!, good located close liverpool street station. later check problem all. highly recommend hotel convenient stay london.","Facilities"
"think of.","Facilities"
"honestly 1 best hotels ive to. room brilliant, felt spacious, noise clean. moment got there, porter polite smile face time. reception, ladies check check quick, smiling polite. lifts quick didnt wait around. restaurant spacious cramped. view pretty decent too.","Facilities"
"price food. understand location central, portion size crazy pay. small latte like 5 3 mark. just aware of. did enjoy time","Facilities"
"location, view, hospitality hotel room great.","Facilities"
"add","Facilities"
"breakfast poorly stocked cooked stuff. ask bacon sausage beans","Facilities"
"moment step moment leave staff pan pacific feel special ensure needs met. great service staff concierge hotel. thanks making stay london special.","Facilities"
"beautiful hotel, lovely staff, amazing food.","Facilities"
"price!","Facilities"
"sensational! members staff checking desk, baggage handlers, bar staff room service staff perfect! friendly, happy extra mile feel welcome. massive comfortable bed, fresh bathroom views.","Facilities"
"20 slice french toast felt overpriced","Facilities"
"extremely comfortable beds!","Facilities"
"thing.","Facilities"
"ambience, staff facilities","Facilities"
"location, ambiance amenities superb. also, staff overall experience satisfactory.","Facilities"
"did like peculiar smell comes using industrial dryer bed sheets. bit putting did away overall experience.","Facilities"
"hotel good","Facilities"
"liked hotel","Facilities"
"good service reception staf. queries responded smile. patient warm.the restaurant staffs nice too. conditions style looked like a.newly built hotel, walls, floors, fixtures all.good. design hotel.looks modern clean. beds great given comfortable slippers kid well. rooms designed. aspects living requirements guests thoughfully implemented. heated hanging rods wet towels n laundry too.","Facilities"
"dislike price paid. good value money.","Facilities"
"clean high tech, staff extremely friendly accommodating","Facilities"
"excellent location. great ambience. hotel oozed luxury great smell around. excellent staff","Facilities"
"really","Facilities"
"staff, facilities, rooms beautifully done.","Facilities"
"slight disappointment lack gluten free options room dining menu allergy gluten. asked just simple omelette told no. told specific gluten free menu sent room. arrived. chased menu but, time night, getting late eat.","Facilities"
"modern, lovely interior. spacious room, beautifully finished decor. comfy bed amazing view opening electric curtains.","Facilities"
"shower spa cold, informed staff got right it.","Facilities"
"staff exceptional helpful welcoming. hotel really clean lovely atmosphere. loved definitely stay again. location good liverpool street station. beds extremely comfy bedroom spacious needed.","Facilities"
"eyes did like .","Facilities"
"clean new staff accommodating.","Facilities"
"location ok subway areas wanted","Facilities"
"excellent friendly staff went us.","Facilities"
"clean cozy","Facilities"
"room cold turned ac idea turn heating","Facilities"
"like everything. stay london future. location good convenient reach airport places. room spacious double beds quite good family stay. hair dryer dyson plus! restaurant authentic taste southeast asia! try!","Facilities"
"location perfect. moment checking moment checking staff helpful attentive. much. planned birthday trip extras room perfect. pool lovely busy morning. room service good worth it. bars lovely fantastic atmosphere, highly recommend visiting drink. definitely returning!!","Facilities"
"absolutely nothing!","Facilities"
"facilities pool excellent, staff welcoming kind. went way make anniversary special","Facilities"
"privacy, exclusiveness, aesthetic, staff","Facilities"
"loved it!","Facilities"
"amazing staff friendly, attentive, super helpful, highly pesonalized service","Facilities"
"location perfect, close major attractoin london. hotel staff welcoming happy serve. professional understanding.","Facilities"
"price night better, free breakfast offered.","Facilities"
"reason hesitate staying not. perfect.","Facilities"
"extremely professional staff, room stayed clean high standard. stay amazing","Facilities"
"applicable","Facilities"
"everything, staff exceptionally friendly, just all, room entire hotel extremely clean, beds comfortable, loved heated tiles towel racks bathroom, theyve good thought exciting children prizes activities, children 5, 9 10 years loved bit it. overall, 5 star. thank warm service giving kids beautiful experience time london!","Facilities"
"customer service manager xinchen amazing ok checkin","Facilities"
"did like room service excellent. actually, way took care guests thing say worth staying","Facilities"
"wasent breakfast included paying 500 bucks night.","Facilities"
"room size, amenities, layout thoughtful tastefully set up.","Facilities"
"afternoon tea food quality value unexpectedly poor. food undercooked, sandwiches whelming, desserts overly sweet. staff stretched affected promptness quality service.","Facilities"
"amazing staff make feel special time enter exit hotel. beautiful rooms facilities.","Facilities"
"sauna steam room separate women, located respective changing rooms.","Facilities"
"start, staff amazing. months passed stay hotel im struck level customer service! arrived hotel hot bothered trying navigate underground. concierge noticed dishevelled state offered drink, putting ease. attentive nature staff warm hearted nature sets hotel apart hotels city. next, styling hotel unique, unique interior design, colour schemes, stunning uniforms staff m, immaculate rooms breath taking bathrooms! hotel takes styling new level adds personal signature visual element present hotel. finally hotels location perfect! vicinity landmarks, tourist perfect! moreover, fantastic restaurants, unique stores cultural spaces near by. recommend hotel friends definitely visit future!","Facilities"
"infinity pool","Facilities"
"breakfast spread.","Facilities"
"hotel recommmend friends family planning visit london. class hotel centre london cleanest hotel stayed many! staff professional, friendly truly went extra mile 11 year old birthday boy. infinity pool spa heavenly day london minute walk liverpool st station access areas quickly hassle free.","Facilities"
"time really single fault.","Facilities"
"stunning room","Facilities"
"firstly, staff pan pacific excellent customer service skills. location pan pacific london perfect, right opposite liverpool street station, easy city. close spitafield leadenhall markets plenty places eat out. short work river thames.","Facilities"
"liked breakfast hotel, 35 pp bit steep, breakfast morning ivy opposite hotel 14.95 delicious.","Facilities"
"superb facilities, excellent location attentive staff.","Facilities"
"breakfast staff appeared new little disorganised im sure improve time rest hotel experience 5 star.","Facilities"
"loved stay just perfect . asian feel hotel just makes feel like asia somewhere. loved service , love room really spacious , love ive booked come","Facilities"
"entire team pan pacific excellent, looked partner special birthday occasion. breakfast wonderful, room exceptionally clean presented needed short stay.","Facilities"
"room size adequate generous.","Facilities"
"lovely clean rooms. great location. staff excellent. kids loved pool","Facilities"
"great location","Facilities"
"quite teething problems stay.","Facilities"
"facilities fantastic. large room big beds needed staying. managers supervise daily works hotel staff efficiently.","Facilities"
"nothing.","Facilities"
"went way accommodate us. scavenger hunt kids helpful recommendations. great stay.","Facilities"
"great didnt like.","Facilities"
"facilities","Facilities"
"great hotel, service facilities. loved stay here!","Facilities"
"fabulous room good bathroom comfortable beds friendly staff alex concierge fab","Facilities"
"picky breakfast tea served ground floor lounge poor tea room better","Facilities"
"amazing place stay, definitely back. went girlfriends birthday staff went spoil giving free deserts, drinks upgrades!","Facilities"
"thing wish saunasteam room werent individual changing rooms. wouldve loved spend time girlfriend","Facilities"
"location","Facilities"
"stunning hotel fantastic location. road liverpool street station. staff friendly, welcoming efficient. bedrooms calm relaxing luxurious. just perfect place stay weekend london.","Facilities"
"service breakfast wasnt efficient expected.","Facilities"
"location superb. clean modern facility. variety breakfast quite good. staffs helpful kind.","Facilities"
"rooms appointed, thought everything. lovely toiletries great mini bar. bar, breakfast, sleep quality, staff faultless!","Facilities"
"point accept mini bar","Facilities"
"minibar","Facilities"
"amazing hotel, incredible facilities. polite helpful staff. clean everywhere. accomodating service.","Facilities"
"unfortunately experienced delayed check 1 hour waiting room broken aircon locked max heat 26c room. hotels fault just things. hotel fixed quickly could. disappointed werent acknowledged time appreciated gesture visit.","Facilities"
"told pan pacific just opened 9 months, quite new cushions, carpets lovely, like doing yoga carpet overlooking pointed city view. also, related singapore pan pacific, coffee table books inside rooms tea sets beautiful, availability hainanese chicken rice important us, asian, tasted just like home sg hk, having room dinning pure joy.","Facilities"
"think aircon position inside bedroom air coming blowing right head sleep, want check out. dont know just me, buttons open close curtains confusing, maybe just me. nice provide working desk possible. straits kitchen menu need bit variety choose from.","Facilities"
"perfect. bed comfortsble, room big size. breakfest richer fine enough. service great","Facilities"
"helpful concierge reception desk breakfast nice, bit complicated order chef buffet order la carte","Facilities"
"restaurant does mainly offer asian cuisine fisha international choice expected","Facilities"
"absolutely everything! warm welcome arrived, staff, room clean pool area.","Facilities"
"staff went extra mile make stay comfortable. quality attention exceptional certainly par best hotels asia. lovely comfortable room quality toiletries bathroom fittings.","Facilities"
"great.","Facilities"
"beds large super comfy, rooms extra quiet","Facilities"
"nicely decorated, clean room, nice bars restaurants hotel, loved wellness pool!","Facilities"
"nothing!","Facilities"
"best hotels","Facilities"
"amazing clean modern friendly staff 1010","Facilities"
"great view great bathroom","Facilities"
"service cleanliness 5 stars standard","Facilities"
"nothing. literally faultless.","Facilities"
"callum manager amazing approached check welcomed names gave complimentary upgrade room 5 year old daughter 7 week old new born said room family, life seen professionalism act kindness! staff including martin, marcelo guys silver leaf josh, jamie, kira amazing excellent, staff really way comfort you.","Facilities"
"perfect, genuinely think negative.","Facilities"
"service outstanding, staff you.","Facilities"
"nice options 2 adults 2 children sleep.","Facilities"
"room service food great, enjoyed order food matter time day. room clean comfortable! staff kind attentive. hotel location central walking distance places.","Facilities"
"curtains didnt close properly terrible nights sleep.","Facilities"
"staff friendly extremely professional","Facilities"
"pool busy","Facilities"
"warm welcome children. amazing room. kids fun pool.","Facilities"
"room location","Facilities"
"positive helpful team","Facilities"
"lovely hotel, clean, welcoming comfortable. pool great.","Facilities"
"hotel, staff facilities brilliant. food nonalcoholic drinks just overpriced, were, context london offer. especially when, quiet, service slow. dont mind paying premium exceptional setting andor quality. advice definitely stay here, definitely eat elsewhere.","Facilities"
"people staff stars here. friendly, helpful efficient happy help. lovely spacious modern room. kettle bliss coffee maker good quality pods. diptyque toiletries. sound insulation excellent outside noise amazing city. beautiful swimming pool lucky visits. takes family couples feel overcrowded. think separate times people young children. fast smooth lifts plenty them. heated towel rails lovely damp swimsuits. loved location suited plans note central london.","Facilities"
"rooms. ready 3pm wasnt. waited 45 minutes past check time second room. inconvenient plans wanted unpack. room service hidden tiny print missed allergy info. 5 delivery charge 12.5 service charge. dont object charges tell people ordering. tea bags provided suited like weak tea. went bought good quality tea nearby supermarket.","Facilities"
"absolutely stunning hotel! restaurant fantastic, beautiful singaporean food incredible wine list. spa relaxing, pool wonderful.","Facilities"
"honestly, best stay ive london. genuinely wish live there.","Facilities"
"staff amazing, arrogant pedantic usually excellent hotels. management hotel point, good mornings smiles things make difference, thank staff , just incredible . excellent location beautiful hotel. wonderful swimming pool fitness room. food fantastic aligned wonderfully cocktails. simply fault hotel. opened september 2021 just hope changes , back. thank .","Facilities"
"na","Facilities"
"super chilled, relaxing vibe. attentive staff. excellent attention detail. great service. lovely rooms.","Facilities"
"separate sauna steam room men women","Facilities"
"quality size rooms.","Facilities"
"chase request late check times provide info check id provided, werent","Facilities"
"luck, got corner room 18th floor terrific views surrounding buildings. really gorgeous. gym nicely sized equipped. didnt use pool london hotels go, absolutely beautiful.","Facilities"
"annoying thing cabbies dont really know hotel difficulty hailing guests. walk tube stop youll ton milling about.","Facilities"
"fabulous staff, desire catered","Facilities"
"dislike pool degrees warmer","Facilities"
"moment entered property moment left treated like royalty. absolutely amazing staff. enjoyed dinner, enjoyed swimming pool amd room simply fab views london. amazing","Facilities"
"loved","Facilities"
"liked clean room lovely staff hospitality good","Facilities"
"maybe just swimming pool quite small","Facilities"
"spa absolutely amazing zen","Facilities"
"new modern hotel. staff really nice. room huge looked quite futuristic.","Facilities"
"nice modern design, rooms presented, staff accommodating. recommend need good easy access city district.","Facilities"
"architecture property amazing amenities exceeded expectations.","Facilities"
"pool slightly cold.","Facilities"
"immaculate bedroom spotless design, details carefully chosen. loved huge marble shower bed comfortable. attentive nice staff","Facilities"
"beautiful room stunning view! decadent cosiest robes ive worn! love stay again! staff exceptional feel special! definitely little haven city, felt completely rejuvenated short 1 night stay!","Facilities"
"nothing, incredible!","Facilities"
"fault wonderful establishment. excellent service, luxuriously appointed, staffbeyond exceptional! thank making stay memorable x","Facilities"
"lovely poolspa , clean room, comfortable bed, beautiful view.","Facilities"
"absolutely stunning hotel, amazing helpful staff","Facilities"
"firstly, single staff member met way helpful welcoming. hotel truly dream, stayed 2 nights wished booked longer trip. food hotel simply stunning. say pan pacific luxury hotel, definitely visiting again.","Facilities"
"staff true credit hotel. exceptional standards magnificent rooms. having stayed famous names london hotels, safely say hotel tops them!","Facilities"
"afternoon tea little disappointing enjoyable.","Facilities"
"small details.. staff outstanding enough. thoroughly enjoyed stay.","Facilities"
"stunning place mini break daughter. service incredible check departure. id recommend occasion.","Facilities"
"service amazing throughout. restaurant bar staff charts.","Facilities"
"small thing offered help luggage","Facilities"
"quite simply best hotels ive stayed at. staff superb, facilities amazing food drink offering brilliant.","Facilities"
"stay longer.","Facilities"
"beautiful hotel room, kind helpful staff","Facilities"
"better spa, prices food drink little high","Facilities"
"room, bed, location","Facilities"
"shower underwhelming","Facilities"
"class service","Facilities"
"sensors electricity, water light sensitive turned bath","Facilities"
"poor gluten free menu, chicken ordered","Facilities"
"wrote letter reservation desk mrs alessandra, informing strange occurrences, mentioned check well. yet, did return feedback, assume interested. ask ???","Facilities"
"staff","Facilities"
"staff went extra mile make stay special","Facilities"
"expectational hotel attentive staff ive experienced uk. beautiful stylish making stay wonderful..","Facilities"
"long queue check in, staff like coincierge helped check queue. late checkout available 30 minutes exit cleaning staff i.e. extra hour caused issue afternoon average best worth money.","Facilities"
"pool, sauna, steamed room, room quality,","Facilities"
"view, tv wasnt able connected youtube.","Facilities"
"room spacious, decor immaculate, utilized smart systems curtains lights. staff friendly.","Facilities"
"quality finish.","Facilities"
"staff check taking inordinate time check japanese party 8. processed non japanese guests faster.","Facilities"
"room","Facilities"
"spectacular hotel staff levels stay special","Facilities"
"best hotel london! wait visit again.","Facilities"
"exceptional service absolutely 5 star felt like guests hotel! picked place wedding night honestly, nicest hotels weve to! room stunning, upgraded treat! views insane. diptique toiletries gives idea level expect place. loved enjoying pool saunasteam morning enjoyed making use cocktail bar straits bar too. hotel pretty need wish stayed longer! butler remembered names leaving just little touches small team. service impeccable! staff welcoming accommodating wedding night special! love definitely ifwhen can!!","Facilities"
"comment breakfast feels overpriced 35 essentially 80 including service breakfast 2 steep 5 star hotel central london competitive.","Facilities"
"beautiful hotel. luxurious rooms, fabulous staff. perfect.","Facilities"
"fantastic friendly staff beautiful property","Facilities"
"member staff extremely welcoming feel important guest. staff reception breakfast brilliant","Facilities"
"lovely room panoramic views, comfortable bed fantastic bath. great massage spa. friendly staff.","Facilities"
"pool lovely extremely busy lots children. probably better families youre looking relaxing spa based break adults. children pool closing time, just advertised hours kids time behaved fine.","Facilities"
"everything!","Facilities"
"nice rooms. service minded friendly staff. addition hotel excellent restaurant.","Facilities"
"staff forgot clean room occasion. pool area gets noisy, especially kids around.","Facilities"
"room superb, ambiance hotel lovely, spa area. great hotel","Facilities"
"food menu changed december quite standard. difficulty changing air living area deal breaker.","Facilities"
"location decor","Facilities"
"having ask 3 times bags brought room.","Facilities"
"new hotel, rooms spacious clean, amazing service staff, location liverpool street station overall best hotels stayed","Facilities"
"high room price","Facilities"
"good location, clean, quiet, spacious, friendly helpful staff.","Facilities"
"booked hotel girlfriends birthday. greeted martin extremely welcoming friendly. quickly got setup showed room view gherkin. luis able minute dinner reservation duck waffle, hotel sent complimentary drinks starters. pan pacific really care little details guests.","Facilities"
"excellent","Facilities"
"room world team feel welcomed. adored wellness floor, spent day just lounging pool side! evening turnover room sweetest touch stay special.","Facilities"
"stay longer! wait back.","Facilities"
"staff exceptionally helpful, wellbeing facilities class room amazing.","Facilities"
"dislike.","Facilities"
"everything! particular, friendly single member staff was. stayed pan pacific celebrate wedding, minimoon. perfect. spa awesome, food amazing. went afternoon tea orchid lounge amazing off, server afternoon apologies forgot excitement experience 1110. kind engaged thoughtsfeedback course. off, gave extra dessert congratulate us. room perfect amazing view london city clean! definitely visiting often. thank celebrating mini moon pan pacific!","Facilities"
"quality room nice, clean room.","Facilities"
"food good mind blowing.","Facilities"
"friendly staff","Facilities"
"breakfast expensive","Facilities"
"absolute dream stay pan pacific. perfect, moment arrived. hotel beautifully designed decorated staff friendly kind. facilities rooms beautiful great city views infinity pool incredible. boyfriends birthday stay hotel gifted upgrade room making stay extra special. places ive id sure come to, thank you!","Facilities"
"lovely experience. superb room.","Facilities"
"nil","Facilities"
"staff exceptional stay. hotel beautifully designed decorated","Facilities"
"beautiful modern luxurious hotel central london.","Facilities"
"truly luxurious","Facilities"
"stay issues hot water night overall impression hotel staff favourable.","Facilities"
"dislike.","Facilities"
"lovely hotel center london , stuff helpfull, room pretty big incredibly clean","Facilities"
"service excellent, us.","Facilities"
"werent able book afternoon tea fully booked unfortunately.","Facilities"
"loved room, quality dressing gowns, swimming pool, staff.","Facilities"
"magnifying mirror bathroom.","Facilities"
"staff amazing","Facilities"
"location , clean","Facilities"
"milk tea hot water night broken curtain pole","Facilities"
"absolutely pan pacific perfect height luxury moment walk door. design hotel stunning tell care went smallest details. mentioned birthday hotel gifted upgrade lovely surprise. fruit platter complimentary bottle wine waiting room. member staff encountered friendly kind, truly went make stay best possibly be.","Facilities"
"service impeccable","Facilities"
"minor negative windows need good clean","Facilities"
"great hotel. really enjoyed stay. personal felt welcome. got early checkin late checkout free charge. pool nice kids eyes hurting spent couple hours there, guess somekind chlorine, swimming glasses. breakfast great.","Facilities"
"modern design facilities.","Facilities"
"bar team floor getting speed seems.","Facilities"
"spa, room staff exceptional","Facilities"
"let food.","Facilities"
"special mention staff, absolutely sensational helpful pleasant.","Facilities"
"nothing, genuinely perfect stay.","Facilities"
"spa leisure facilities amazing robbie star! poolside breakfast amazing way start day.","Facilities"
"nice hotel, clean super friendly staff","Facilities"
"really, maybe sitting area lobby waiting","Facilities"
"literally perfect, staff marvelous. facility new wonderful. desk staff little disappointing manager support. waiting refund. but, general perfect.","Facilities"
"desk trainee slow disappointing, manager helpful, believe requires training alone.","Facilities"
"wonderful hotel exceeded expectations. staff friendly helpful facilities rooms beautiful great city views. infinity pool incredible lovely place sit relax day sightseeing. location fantastic just steps liverpool street station walk everywhere. drink bar ate restaurant exceptional. multi generational trip rooms booked agreed best hotels stayed in. definitely back!","Facilities"
"nothing!","Facilities"
"great accomodation. staff helpful friendly. great value money. royal treatment, place go.","Facilities"
"breakfast straits kitchen really overpriced. try consume buffet, better options.","Facilities"
"hotel lovely comfortable. got room upgrade, wonderful. best beautiful rooms stayed in. view wonderful. bed diptyque soaps shampoos loved it. hotel staff went way kind helpful. served smile. great pool. truly loved stay super nice. didint want leave! thank hospitality. hope return day.","Facilities"
"level service felt like celebrity","Facilities"
"exceptional","Facilities"
"staff friendly minute arrived, experience felt totally personal, hotel exceptional, facility needed 4 day stay, children welcomed open arms, easter eggs provided complimentary stay special .. london, venue choice sure.","Facilities"
"leave","Facilities"
"new, great design. staff fantastic.","Facilities"
"amazing hotel overall","Facilities"
"service arrival amazing, little tea snack lovely touch. taking luggage room, showing room functions great!","Facilities"
"steam room sauna isnt joint partner separate. itd nice whirlpool jacuzzi","Facilities"
"amazing spa service, highly recommend stays hotel. room service lunch nice, breakfast morning too. late night ice cream midnight. great flexibility great room service menu available night. helpful polite staff.","Facilities"
"hotel beautiful clean! staff amazing, friendliest people happy. helped trouble. definitely come","Facilities"
"perfect","Facilities"
"rooms spacious, beautifully designed, bed extremely comfortable. good quality bath products. fantastic service staff.","Facilities"
"personally feel food menu overpriced","Facilities"
"staff friendly, lovely rooms. great house keepers","Facilities"
"dislike","Facilities"
"nice hotel clean","Facilities"
"anniversary room decorations finally done, provided cake saying happy birthday! overall communication guests staff poor room food menu limited margarita pizza sold out!","Facilities"
"big room cool styling amazing bathroom","Facilities"
"desk room","Facilities"
"service amazing, fault staff.","Facilities"
"food little priced opinion. especially breakfast.","Facilities"
"hospitality amazing. anniversary special sure. entire experience arrival departure exceptional.","Facilities"
"hotel went everything. staff friendly, rooms beautiful effort making stay amazing.","Facilities"
"nothing!","Facilities"
"staff amazing, especially 6 year old. asked view consisted rooftop vents pipes nearby building. staff excellent gave choice rooms look replacement. felt extremely valued welcome absolutely loved stay.","Facilities"
"room view negative quickly sorted","Facilities"
"immaculate luxurious. attentive staff happy help.","Facilities"
"tv didnt work night problems internet.","Facilities"
"customer service excellent area hotel, list celebrity like. really separates hotels. happy came birthday. particulary worth mentioning rena, tall modellike girl breakfast desk. smilet dinner desk took great care elderly mother limited mobility ilias, lead waitor dinner. room spacious, quiet, great city views. bed huge, comfortable excellent amenities. breakfast excellent hot cold selection buffet, chef onsite custom egg dishes. good quality fresh tasty food best pandan kaya ive uk outside visits malaysia singapore. dinner compliments dessert chefs family room dining ird fantastic, managed tasty fresh meal 4am arrived quickly too. facilities spa, sauna, infinity pool really good painrelieving massage treatment rest relaxation room. desk manager accommodating changing birthday schedule. hotel building new, modern, luxurious modest. pan pacific ive stayed singapore flashy huge. great compliment it. lastly happy friend recommended it, id say planning stay here. look forward coming advised manicure pedicure treatments available too.","Facilities"
"standard immediately addressed hotel management who, tom callum excellent tv channels working night arrived compensated free breakfast. staff came room try setup chromecast instead. hotel room refreshed ird table removed 1st night. received odd, prickly incorrect phone response female staff member called it. resolved management sent staff minutes whos professionalism outweighed above.","Facilities"
".everything great. staff, surroundings, facilities comfort great.","Facilities"
"nothing, great","Facilities"
".","Facilities"
"staff happy help, pool area dream.","Facilities"
"issues dont expect star hotel told reception time needed anything, waited queue minutes. room service food incredibly average, ask room day, evening turndown service arrived 8.40pm, late youre travelling small child days turndown service all.","Facilities"
"excellent location clean","Facilities"
"huge room, great bathroom, great staff","Facilities"
"loud ac actually turned","Facilities"
"location, room nice comfortable, staff excellent","Facilities"
"room service food fine expected bit better","Facilities"
"room cleanliness modern facilities, staff amd service smiling. prompt service man wellbeing spa helpful. high tech gym, relaxation room heated beds. nice ambience.","Facilities"
"room window dirty outside city view pictures didnt come well. taste food worth price. good food amazing. brand new modern hotel, maybe idea automated ipadtablet like shangrila shard.","Facilities"
"modern, tech forward, beautiful architecture interior design. staff friendly thoughtful. really relax enjoy experience.","Facilities"
"honestly, nothing. wanted stay longer. taken care of, didnt need worry thing.","Facilities"
"amazing service beautiful hotel","Facilities"
"gorgeous","Facilities"
"amazing staff, absolutely place. place spotlessly clean. fantastic views st pauls. left complimentary wine chocolates anniversary. lot dietary requirements time catered compassionately. thank staff encountered, kindness great hotel fantastic experience.","Facilities"
"dont charge 20 borrow phone charger!","Facilities"
"expensive night stay worth fantastic facilities, great location, lovely extras, great hotel bar!","Facilities"
"room amazing. bed comfortable. staff friendly. concierge team fabulous! helped sort delivery issue. again!","Facilities"
"lived expectation","Facilities"
"beautiful hotel! good service. friendly staff. good high tea.","Facilities"
"parking valet parking","Facilities"
"wonderful staff attention detail.","Facilities"
"absolutely nothing!","Facilities"
"service hotel 1010. room clean spacious.","Facilities"
