"sentence","tag"
"super clean, noisy small details generates overall deceptive experience","Facilities"
"breakfast good anywhere. location perfect like peace quiet great access tube walks.","Facilities"
"idea leaving guest request room cleaning understandable current economicemployment climate. just little frustrating bother busy staff members tea bags, loo rolls etc. maybe daily visit room just check items good idea. small niggle.","Facilities"
"didnt breakfast orange juice coffee ricotta cake late afternoon waited coffee just warm cake lovely appalled pay 7 small orange juice husband ordered sparkling water large bottle arrived expecting small asked did small bottle advised j room drink rest later ice offered. room service evening lovely","Facilities"
"didnt like fact breakfast included cost having stayed ny x holborn recently breakfast amazing included price felt lacked personal touches having fresh towels day asked milk tea twice given small glass bar upstairs night asked milk small glass took room making hit. drink said husband milk lumps tried sour buy milk food health safety obviously overlooked poor","Facilities"
"decor, comfy bed, books left room.","Facilities"
"addons pay for.","Facilities"
"usually travel different london, time needed south river. area hotel unexpectedly vibrant, enjoyed local restaurants blackfriars food market. old vic, young vic, national theatre, shakespeares globe easy walking distance. excellent location all. easy walk waterloo station, good bus routes. room quiet, felt safe comfortable hotel single traveller.","Facilities"
"negative bar drinks expensive probably ordinary london.","Facilities"
"aesthetic lovely. staff super friendly.","Facilities"
"alarm clock woke 3am body lotion.","Facilities"
"great location great restaurant roof.","Facilities"
"funky design rooms","Facilities"
"fabulous styling comfortable level nice finishing touches midday checkout","Facilities"
"breakfast stops 1130 love magnifying mirror bathroom maybe short staffed relaxing spaces","Facilities"
"hotel fresh perfectly situated just stones throw river. staff friendly helpful, room really comfortable, good checkout time 12 midday. definitely","Facilities"
"dislike","Facilities"
"breakfast limited choices arent offered continental breakfast choice.","Facilities"
"great fantastic roof restaurant called seabird","Facilities"
"opened door 730","Facilities"
"comfortable room little cramped.","Facilities"
"room little small size","Facilities"
"perfect location great ambience. vibrating atmosphere lobby. amazing view floor restaurant. helpfull staff. loved food drinks.","Facilities"
"bit small rooms, cozy though. big fan double duvet.","Facilities"
"modern hotel good location. lobby restaurant stylish, room.","Facilities"
"discrepancies. room small particularly annoying air conditioning turned off. dont understand hotel price range ask room cleaned day. dont understand asked morning reservation breakfast. apart fact priceperformance ratio breakfast right. staff professionalfriendly, engagement, kind like flight attendants budget airline. overall really ok, high price expect more.","Facilities"
"quite place comfortable","Facilities"
"looks good, room quiet night.","Facilities"
"public areas bars, restaurants loud music hours day didnt appeal us. family meal celebration seabird restaurant spoiled hear speak, went outside terrace coffee afterwards. architectural rooms little clothes handing space drawer space. phone snatched street outside think helpful advice apparently uncommon issue, margo really helpful afterwards.","Facilities"
"breakfast excellent. hotel, exceeded expectations.","Facilities"
"loved room, staff, food! wonderful felt comfortable welcome. wait back!","Facilities"
"whats like? gorgeous bar restaurant, beautiful clean rooms comfiest hotel bed weve had.","Facilities"
"lovely hotel. trendy. comfy bed","Facilities"
"service slow breakfast busy","Facilities"
"room service came 30 mins. really helpful. great room.","Facilities"
"surprised sounds pipes night. warned that.","Facilities"
"hotel clean nicely decorated, standard facility good felt fresh new. bed pillows comfortable. room quiet good resting. shower room nice spacious.","Facilities"
"did appreciate tell reception wanted room cleaned days stay days, really ok. addition, place sit lobby, lobby used restaurant time sit need order something. rooms small, space luggage hangers. addition, extras offered body lotion shower caps etc.","Facilities"
"room ok, nice design, nice window bed comfy. bathroom little shabby considering new shower pressure.","Facilities"
"service breakfast dreadful, slow disinterested. wont sadly","Facilities"
"location hotel. vibe hotel. lovely room. great helpful staff.","Facilities"
"nothing!","Facilities"
"room cozy look like pictures. staff friendly. noise despite busy hotel point meeting. location brilliant. close everything. bar busy, nice trending.","Facilities"
"smell bathroom. asked staff change rooms did problem. drainage systems problem fan system.?","Facilities"
"decor, ambience, environmental design shared communal areas. friendly staff.","Facilities"
"room bit small, furnishings little basic, tv bit small too. ensuite shower power little weak. table seabird 9.30pm monday!","Facilities"
"loved location, reach london facilities supermarkets, cafes, restaurants, etc. way quiet. staff extremely helpful pleasant hotel seabird rooftop barrestaurant lobby bar. room lovely great amenities radio, usb plug sockets, fridge, socket mirror, small table chairs, clothes steamer! water, milk, coffeetea complimentary brill. bed comfy, nice view neighbouring church.","Facilities"
"things improved stay wouldve ability open windows crack air conditioning, fresh air meant room felt bit claustrophobic, bit clothes storage space drawers, etc..","Facilities"
"noise wall.","Facilities"
"gorgeous decor, light airy room, beds comfy! friendly staff trendy vibe.","Facilities"
"rooms sound proofed expected, hear happening corridor rooms.","Facilities"
"lots light rooms comfy beds beautifully decorated lots room biggy","Facilities"
"hooks hanging space long clothes booked biggest room wedding hang clothes door. robesslippers expect luxury hotel contact slow trying arrange booking multiple rooms chase multiple times","Facilities"
"clean, liked shower products.","Facilities"
"didnt like location, think price, ac problem me, lobby switch","Facilities"
"coffee amazing ambience looooooved oysters!!! staff super helpful friendly. hotel beautiful recommended !","Facilities"
"breakfast quite expensive didnt love light bedroom kept bumping head on.","Facilities"
"bar restaurant communal spaces, location good. staff good too.","Facilities"
"aircon bad hard control. got hot turned got cold kept doing that. didnt sleep night stayed. stayed previous trip experience sleep. like hotel just didnt sleep.","Facilities"
"really enjoyed stay hotel , location great getting london. room clean presented slightly larger getting readydressing area sit make up. arriving reception lovely staff helpful.","Facilities"
"milk fridge smelt date like drink seabird bar unfortunately told busy weekend","Facilities"
"room beautiful, staff generously supplied birthday balloons birthday treats niece. breakfast fabulous!","Facilities"
"room service delivered directly room available 247, price stay expect that.","Facilities"
"comfy bed bed linen. room nice fresh. beautiful view sky bar lovely breakfast. nice neighbourhood.","Facilities"
"came 3 bags 5 nights. unfortunatelly space room unpack, single drawer. stuff unpacked.","Facilities"
"matress divine pillows perfection best sleep !!","Facilities"
"hair towels long hair bath towel hand towel tables small","Facilities"
"employees helpful friendly attitude. enjoyed interactions explained things quite thoroughly. room comfortable decorated thoughtful touches. particular, bed comfortable ended using radio quite bit. enjoyed location close neighbourhood gems, equally walkable city main sights, quieter london.","Facilities"
"wonderful. minor complaint neighbour speaking friend having shower shouting room closed door hear conversation quite clearly, didnt hear otherwise.","Facilities"
"beautiful decor, great location, super clean staff friendly","Facilities"
"really helped lack opening windows little disappointing air conditioning left feeling stuffy mornings. aside lovely stay stunning hotel.","Facilities"
"location design typically english hotel fantastic. restaurant gives incredible overview london. add confort rooms, great breakfast good location near center.","Facilities"
"issue wanted upstairs drink evening told closed. went place closed all. felt like beg bar","Facilities"
"good location, nice decor. plus complimentary coffee milk","Facilities"
"luggage room. lack storage overall.","Facilities"
"relaxed","Facilities"
"forgot deliver breakfast room rectified aware","Facilities"
"bar closing early.","Facilities"
"second time staying seabird love design feel hotel restaurants. staff extremely lovely.","Facilities"
"female receptionist 23rd52022 ruined night rest trip. important go, huge trip london, called room requested taxi 9.45pm. told outside time. 9.45pm, got reception admit didnt actually book taxi one. just chatting laughing male colleague. said going try seconds, assured one. asked wait outside taxi arriving 8 mins. stood outside waiting cold 9 mins, called receptionist again, picked phone said taxi 7 mins, asked needed book one. asked sure actually booked taxi, important be. reassured taxi booked way. asked calling number taxi arrived. waited waited cold got taxi. super late eventually uber nearby. mood ruined got leave mins. seeing important night ruined, cancelled rest plans trip, including seabird sunday, charged 40 cancelling. extremely disappointing say experience forget. felt neglected ignored! woman colour, sadly, deal it. traveled way devon. preferred declined request taxi, myself. met monday morning 25th checking met frown, apologies, nothing, acted like forgot did !!!","Facilities"
"great breakfast, nice rooftop bar, friendly reception staff restaurant host","Facilities"
"service little slow room hot","Facilities"
"overall look feel hotel great, pretty property. located, walking distance major attractions restaurants quiet dont bump million tourists soon step door. room amenities wifi quality good.","Facilities"
"favorite sentence stay did reserve ? addition people staying there, hotel popular destination local people looking drink bite eat, youre guaranteed space right away want late afternoon drink bar decided breakfast visiting city. managed breakfast half trip, food excellent service quite slow, drinks long gone time food showed up. issue night youre having dinner, wasted time start day. eventually skipped breakfast places near satisfy coffee needs ! summary, youre organized reserve advance, wont issues want spontaneous, expect setbacks.","Facilities"
"didnt breakfast. location ok.","Facilities"
"room fine money special hotel. just ok. staff ok did basic courtesy. specific complain about, middle road rating.","Facilities"
"amazing staff amazing facilities clean","Facilities"
"great hotel location","Facilities"
"food substantial snacks available 1045pm saturday night","Facilities"
"vibe trendy cool, drinks bar good breakfast fabulous!","Facilities"
"showers rooms smelled bit funky.","Facilities"
"beautiful place good vibes, good service, great people working doing best you.","Facilities"
"warm water shower, hot water.","Facilities"
"feel, staff, vibe, amazing!","Facilities"
". location, ambiance, bar, room appointed, room tea pot","Facilities"
"breakfast service takes long traveling business. ate breakfast remainder stay. dinning room understaffed. dinner service slow.","Facilities"
"gorgeous bathroom","Facilities"
"expensive breakfasts","Facilities"
"location excellent","Facilities"
"pay, want london treatment, thats missed here. cleaning service call, guided room, explanation whatsoever.","Facilities"
"atmosphere pleasant decor really interesting!","Facilities"
"facial washcloths use","Facilities"
"gorgeously decorative hotel really nice restaurant downstairs super healthy options great coffee. able check early redeye really appreciated.","Facilities"
"great value monday. rooms tiny. appropriate 2 x people luggage. bags suitcases step room. excellent value price, bathroom missing toiletries expect hotel basic products like soaps, body lotion etc. gym hotel gym partner charged 10pound day use it. again, included price room. daily housekeeping ask reception. things small costcutting tactics fine basic hotel basic expectations hoxton.","Facilities"
"lovely hotel, lively noisy, good service rooms comfortable","Facilities"
"breakfast absolutely amazing, amazing quality, location perfect us, bar, housekeeping spot on, room gorgeous spotless. stunning furniture great views london","Facilities"
"nice vibe. welcoming staff. comfortable rooms excellent location.","Facilities"
"hotel. lovely stay definitely returning. staff friendly effort make stay best hoped for. arrived little early check room ready couple hours went breakfast. upgraded bigger room free charge. lovely welcome letter entry room. room service food nice quick too. greeted politely everytime entered left hotel. late flight leaving asked option late check out. reception gave 4pm late check extra charge. say staff. hotel decor stunning staff make hotel is. marks us!","Facilities"
"having leave","Facilities"
"people fighting communal areas, disorganised loud. room screaming people door. moved room improvement. hotel book different accommodation","Facilities"
"excellent staff positive attitudes helpful. dogfriendliness. comfortable room, good bedding. hotel nice ambience hotel. location good close south bank, tate modern, jubilee, central district tube lines. food drink pretty good, exactly cheap.","Facilities"
"much.","Facilities"
"staff super friendly. jorge matco great us.","Facilities"
"great","Facilities"
"charming staff","Facilities"
"service pretty non existent","Facilities"
"wonderful stay. started ended holiday amazing. staff super accommodating friendly. food amazing!! pancakes solid way start day, chicken bun going ending day 14th floor must. grapefruit palomas must. rooms beautiful clean. really amazing stay. super central located. stone throw southwark underground. wait back.","Facilities"
"smart, clean, comfortable welcoming","Facilities"
"great atmosphere decor excellent staff","Facilities"
"beautiful hotel, beautiful restaurants staff absolute credit!","Facilities"
"room en suite spacious gorgeous. bed linens like fluffy clouds wait dive in. noise guests avoided noise external traffic bars etc. great night sleep.","Facilities"
"nothing!","Facilities"
"rooms lovely bar food roof area","Facilities"
"great","Facilities"
"bed lobby.","Facilities"
"size room, date milk fridge, tv remote working, vape outside rooftop bar got shouted taking puff people clearly was.","Facilities"
"stylish comfortable","Facilities"
"perfect location explore city. connected public transport. friendly people hotel, nice service breakfast, super comfy beds. come soon.","Facilities"
"breakfast really good. good add ordinary continental options like bread, jam butter. avo poached eggs delicious longer stay wed fancy day.","Facilities"
"breakfast excellent, night porter, magid, staff excellent. better staff actively reassuring customer needs promptly overall good friendly efficient approach. thank you!","Facilities"
"cozy rooms atmosphere location great","Facilities"
"staff little inexperienced welcoming hotel room quite small facilities provided basic.","Facilities"
"super contemporary cool","Facilities"
"shower didnt hot","Facilities"
"didnt breakfast","Facilities"
"beau","Facilities"
"amazing location, great decor, good house restaurants bars","Facilities"
"site gym","Facilities"
"cheap expect central london. lovely staff clean nicely furnished room. asked shard view managed room good view shard great","Facilities"
"bar closed 12","Facilities"
"armi best thing property, hes friendly honestly best house met, feel really welcome whilst professional. meant stay 2 nights ended staying 5. definitely visit armi stay hotel again.","Facilities"
"location great, staff friendly, atmosphere relaxed. hotel 2 restaurants, great.","Facilities"
"water pressure room quite low, mattress pilows way soft.","Facilities"
"excellent formal areas bedrooms tastefully","Facilities"
"gripe twin room. luckily belated valentines spent night cuddled spooning single bed","Facilities"
"bed unbelievably comfy! staff super friendly entire hotel beautiful","Facilities"
"did eat breakfast. staff kind, thoughtful, helpful. 1010","Facilities"
"storage space inadequate stay longer night. drawers shelves. living suitcase ideal. book medium long stay again. also, cocktail bar good hoxton holborn. staff kind, knowledgeable. coffee low quality good baristas lousy beans. breakfast pastries poor.","Facilities"
"excellent location pleasant atmosphere.","Facilities"
"cosy room comfortable bed.","Facilities"
"service excellent check team super friendly helpful","Facilities"
"stylish","Facilities"
"great location, rooms nicely decorated clean , bar great relaxing seabird restaurant awesome","Facilities"
"stylish, priced, excellent location","Facilities"
"nothing!","Facilities"
"stuff need hotel style!","Facilities"
"bed just wasnt comfy hotel beds.. fine, sheets nice wanted super comfy hotel bed feeling","Facilities"
"great location","Facilities"
"style substance. rooms small heated able open windowvery unhealthy given covid situation. brunch shamblescold coffee, surly service massively priced. pillow 239 pound night room? better hotels competitively priced.","Facilities"
"hotel stunning great vibe. room beautifully decorated super comfy. room service amazing. albie restaurant lovely drinks tasty. staff helpful, lovely great. recommend hoxton anyone.","Facilities"
"loved everything.","Facilities"
"staff friendly helpful, helped celebrate anniversary style too!","Facilities"
"beautiful hotel good location","Facilities"
"milk provided bedroom teacoffee, asked taken room did arrive.","Facilities"
"great spot going london. rooftop bar stunning cocktails superb. staff fun","Facilities"
"reception staff pleasant good impression.","Facilities"
"service slow reception bar food areas.","Facilities"
"breakfast great. rooms comfy, staff pleasant. love location. easy from.","Facilities"
"really","Facilities"
"friendly staff, loved decor styling. amazingly comfy room, lovely bars restaurants great location.","Facilities"
"walls soundproofed shower pressure great","Facilities"
"location great staff earth, knowledgable friendly. fb prices ridiculous","Facilities"
"loved hotel.","Facilities"
"went 2nd largest room comfortable clean. staff incredibly helpful especially desk. member team delivered room service did smile happy help could.","Facilities"
"expensive paying quality wont likes premier inn.","Facilities"
"amazing decor, cool vibe, good food drink, lovely rooms. really good leisure business stay, central city west end.","Facilities"
"bit pricey, good quality.","Facilities"
"lovely atmosphere cocktails beds comfy. close underground quiet night","Facilities"
"food available 10.39pm great cheese meat boards available","Facilities"
"breakfast great, bar service excellent, location waling distance conference","Facilities"
"size rooms niggle","Facilities"
"loved location. rooms comfy roof bar excellent. plus sure friend 50 feel special.","Facilities"
"staff knowledgeable local area.","Facilities"
"design","Facilities"
"high prices. properly functions aircon","Facilities"
"clean warm. beds comfortable.","Facilities"
"room quite small despite paying extra bigger room.","Facilities"
"liked welcoming space entrance, room great","Facilities"
"closet space needed room. options breakfast.","Facilities"
"quirky, original design comfortable bed!","Facilities"
"good atmosphere","Facilities"
"breakfast good good start day!","Facilities"
"staff incredibly friendly helpful. hotel beautiful really clean.","Facilities"
"beautiful decor comfy beds! exceptionally clean staff lovely!","Facilities"
"loved everything!","Facilities"
"decor, bar restaurant excellent","Facilities"
"rooms pretty small","Facilities"
"loved interiors overall vibe hoxton branch. really close station recommend short city break!","Facilities"
"excellent location.","Facilities"
"difficult seat bar night.","Facilities"
"nice design. clean. quiet rooms considering main room","Facilities"
"room cold. unable adjust temperature. restaurant like warm food. half oysters available. complained. got generic response saying sorry let know want stay look you. shouldnt hospitality business main focus look customers? compensation food poisoning received restaurant subsequently ruined holiday.","Facilities"
"staff phenomenal. reception check super efficient them. army, desk ball joy exemplary customer service. feel welcomed. praise rest team enough. decor vibe super chilled, urban chic. absolutely love it. bed shower sublime.","Facilities"
"computer glitches arrived issues double charging pre authorisation helped sure sorted.","Facilities"
"great vibe, great decor","Facilities"
"location, interior","Facilities"
"bed","Facilities"
"quirky clean","Facilities"
"lady concierge desk miserable unhelpful","Facilities"
"4 min walk southwark tube station, 10 minute walk waterloo. time staying london say liked it. got feel cool, upcoming neighbourhood expect hotels restaurants start popping near future. hoxton building majestic. tall, new building blown away beautifully designed reception area signature hoxton style cafe bar ground floor.","Facilities"
"opted spacious roomy room, minimalist, elegant spaced out. view room overlooked park tennis courts distance. gripe room lack ventilation. windows allow opening extraction bathrooms effective, point problem mould developing shower.","Facilities"
"bad comments make, afterall partner loved hotel came second time space months. highlights lovely restaurants. rooftop bar. lovely rooms. exceptionally clean. welcoming staff. felt safe...even covid. metres southwark station jubilee line.","Facilities"
"room comfortable bit bland. staff helpful accommodating.","Facilities"
"tvs smart tvs disappointing left lot relaxing night away. rooms didnt bath robes","Facilities"
"great vibe ambience, food delicious room comfortable quiet best thing was, hands down, service. best service weve received hotel long time. member staff super friendly relaxed felt home.","Facilities"
"theres really like","Facilities"
"trendy, spotless, different areas hang","Facilities"
"stylish comfort, great location","Facilities"
"lobby quite area guests, lobby restaurant","Facilities"
"pillows bed comfortable","Facilities"
"bathroom tiny, staff restaurant attentive, location poor","Facilities"
"central london location","Facilities"
"slow service restaurant night crowdedbusy mask wearing","Facilities"
"hotel beautifully designed beds super comfy. lobby bar luxurious, great cocktaildrink evening. walked hotel regent street. took 45 mins total. tube station close dont like walking","Facilities"
"wait little breakfast understandable peak time.","Facilities"
"room snug, small equipped high standard. staff helpful friendly. great location, exellent old vic south bank. definitely return.","Facilities"
"just firmer pillows","Facilities"
"classy cool","Facilities"
"styling, rooms buzz lobby.","Facilities"
"stuff super nice friendly. beautiful place great vibes","Facilities"
"amazing decor","Facilities"
"cleaners banging doors early morning","Facilities"
"nice floors nice lighting concrete ceilings","Facilities"
"tv positioned bathroom door given disabled room small dog","Facilities"
"breakfast hotel restaurant albie quite pricey. great offer kind rate staying hotel.","Facilities"
"shower bedrooms really weak! invest nice power showers price.","Facilities"
"really friendly staff, great location amenities","Facilities"
"great location friendly staff","Facilities"
"great families","Facilities"
"location convenient getting city. close walk borough market good restaurants bars. hotel good vibe staying longer definitely spent time restaurant bars roof. staff great, wonderfully helpful. best room, beds comfortable, shower nice big.","Facilities"
"nice decor, beautiful views window","Facilities"
"excellent","Facilities"
"lot glamour southwalk. place magic. lightning, music, atmosphere roof barrestaurant shouldnt missed. breakfast day superb too. staff excellent dealing room issue. easy.","Facilities"
"parking nightmare london trying navigate drop luggage parking isnt easy! car park mile away worth it. parking service excellent addition hotel. room little small really needs decent coffee making facility.","Facilities"
"breakfast good. impressed cleanliness hotel.","Facilities"
"nothing.","Facilities"
"atmosphere","Facilities"
"working super friendly feel really welcome.","Facilities"
"enjoyed ambience bar staff friendly. hotel room stylish comfortable","Facilities"
"1 set towels room service drinks slow occasion","Facilities"
"beds incredibly comfortable great location close waterloo.","Facilities"
"warm welcoming atmosphere felt quite cold customer service levels mediocre.","Facilities"
"property lovely great location giving easy access central london. trend decor rooms appealing. liked festive touches lobby.","Facilities"
"lobby area busy wearing masks drinks. pleasant walk check desk loud. aside that, amenities left room. pillow sizeable double bed towel bathroom. clearly forgotten this.","Facilities"
"nice hotel, super friendly staff. good location nice deco.","Facilities"
"decor nice, good location walk southbank, breakfast nice reasonably priced book table advance.","Facilities"
"given correct towels begin bath towel hand towel couple requested bath towel bath mat told bath mats use hand towel. sink plug jammed maintenance fixed quickly. shower melt like mildew suspect drain mould. bed soft personal preference. room quite small space suitcase floor easily cluttered 2 cabin size suitcases.","Facilities"
"like ambiance hotel chill, laidback cosy time.","Facilities"
"brother fairly enjoyed stay, however, say hotel ideal longstays 7 nights","Facilities"
"extra pillars room","Facilities"
"great location, great friendly staff!","Facilities"
"rooms quite small, guess expected location.","Facilities"
"hotel brilliant location makes travel london easy. seabird restaurant amazing does fab drinks.","Facilities"
"breakfast wasnt great especially price didnt eat breakfast again.","Facilities"
"beautiful hotel. clean. great location us.","Facilities"
"prior stay tried book table dinner celebrate wifes 40th. staff didnt know doing just advised guest wed automatically table. 2 weeks check date called confirm table reservation informed wasnt availability evening. arrival tried table drinks rudely informed tables policy stand bar. short staff need communicate better guests themselves. thing, better pillows room.","Facilities"
"location standard interiors","Facilities"
"service slow bars restaurants","Facilities"
"decor overall feel hotel great. loved little touches room.","Facilities"
"slow service bar. 20mins early check told access room. decided coffee bar waited feel like inconvenience.","Facilities"
"great ambience laid hotel. friendly staff.","Facilities"
"easy waterloo, gorgeous foyer friendly staff","Facilities"
"nothing!","Facilities"
"decoration, comfort, kind staff need enjoy stay","Facilities"
"service vibe! loved atmosphere rooms super cozy mantained","Facilities"
"include breakfast","Facilities"
"hotel great vibe, relaxed, clean,chic food amazing. great selection drinks really lovely staff. love breakfast went late checkout wasnt crack dawn! room equipped hand steamer genius, hairdryer room powerful good quality. having decent shampoo, conditioner amazing long haired woman!! shower gel great quality appreciated. loved room pristine, clean needed whilst looking great adores retro light switches chic bathroom. clear lot gone positions including hallelujah plug mirror dry hair small thoughtful!","Facilities"
"menu little expansive breakfast little expensive.","Facilities"
"staff great friendly, issue responded well. vibe good enjoyed stay oysters seabird restaurant amazing","Facilities"
"price didnt think room stocked toiletries mini bar coffee tea facilities. roof bar open 10.30pm drinks bar snacks. understand hotel want public guests way early close hotel guests thu fri night major city. room service past 10.30pm","Facilities"
"manager attempted remedy situation described unfortunately staff guests unpleasant stay.","Facilities"
"booked special occasion note left room customer service reception perfunctory. arrived room went bathroom used. wet shower, towels floor ive experienced certainly highly concerning given covid regulations. let reception know moved room ended highly vocal couple couple. offered complementary breakfast went day lectured restaurant staff needed booked. like effort staff feel like valued guests. effort gone styling having comfortable stay. total waste money going back.","Facilities"
"lovely","Facilities"
"decor sky bar lovely breakfast lovely experience","Facilities"
"sound proofing cosy room despite claimed website couple door chatting gap wall room meant hear conversation room. hear girl phone 1.30am gaps meant turned light room light room door light ceiling. couple having great time heard lot shaking banging wall shaking bed. light switches come away wall. introducing house keeping knocking.","Facilities"
"lovely atmosphere comfortable bed","Facilities"
"difficult room temperature ambient temperature. bit hot times","Facilities"
"bar prices expensive. 28 small wine single jd good look!","Facilities"
"location fantastic","Facilities"
"pillows","Facilities"
"loved friendly welcome reception. qr code room service menu fantastic, great able order pay online. styled room good facilities. excellent food room service seafood restaurant. stylish place, threateningly so...","Facilities"
"sounds silly toilet seat bit cheap flimsy high end venue. missed sitting relaxing fluffy hotel dressing gown!","Facilities"
"location hotel really good overall vibes place, great staff, relaxed welcoming total cando attitude. room great size team stepped clean time suited great","Facilities"
"room large room lots windows great black curtains, bathroom glass door unfortunately lets sun stream room sunrise really impacted lay in. room service breakfast cold arrived, toast really toasted, guacamole obviously straight fridge cold toast did really poached eggs warm. said ruined great stay.","Facilities"
"liked decor room food albi restaurant overall consort hotel.","Facilities"
"did like service times slow occasion asked room cleaned returned done. food seabird restaurant underwhelming.","Facilities"
"good location decorated quite nicely.","Facilities"
"staff overly helpful thought expensive provided.","Facilities"
"vibe great locations good.","Facilities"
"breakfast slow","Facilities"
"breakfast great. wait staff friendly. desk staff use training. exception capabale ladies helpful gentleman, desk staff difficult answer normal questions surroundings general hotel inquiries.","Facilities"
"professional desk staff.","Facilities"
"decor stunning.","Facilities"
"room quite small family 3.","Facilities"
"decor gorgeous. nice little touches steamer. nice toiletries.","Facilities"
"needed way sitting bed comfy big cushions reclining board. was, comfy bed relax in. water pressure low water wasnt super hot. breakfast day. pancakes lovely, husbands eggs benedict cold dried bacon like old leather inedible. coffee cold. breakfast expensive this, compared roast borough market nearby, similar price best eggs florentine ive eaten.","Facilities"
"decor!","Facilities"
"shower smelly","Facilities"
"better value breakfast included price","Facilities"
"great location beautiful design.","Facilities"
"amazing atmosphere central.","Facilities"
"really nicely decorated. friendly staff. room lovely. clean. fab bathroom. comfy bed. lots nice little touches.","Facilities"
"gripe bin bathroom open lid closed bin appreciated disposal sanitary items flush toilet.","Facilities"
"beautiful stylish hotel! amazing location! super nice personnel friendly willing help","Facilities"
"breakfasts included. impossible regulate room temperature ask reception. room slippers.","Facilities"
"great location rooms service","Facilities"
"lot non resident people bar restaurant area wasnt easy sit relax. quite noisy relaxing.","Facilities"
"great decor, amazing hospitality, rooftop bar world. great service.","Facilities"
"nicely decorated","Facilities"
"windows didnt open room stuffy. tiny","Facilities"
"beautiful hotel restaurant outdoor area chic felt like miami !","Facilities"
"preferred soft mattress thats totally preference complaint","Facilities"
"great location, fab bars friendly staff.","Facilities"
"overpriced rooms small, added extras, soap bathroom ideal covid times.","Facilities"
"great location come business trip. hotel walking distance city quick ride canary wharf. th hotel modern design lovely restaurant downstairs.","Facilities"
"bed extremely soft possibility change mattress. used hard one, pain morning.","Facilities"
"modern , clean lovely staff. got area lovely rooftop bar. rooms clean comfortable. enjoyed stay highly recommend.","Facilities"
"good","Facilities"
"modern look hit. loved black windows reflected shower cubicle. loved roof cocktail barresteraunt. loved security feature need room key card activate it.","Facilities"
"info lift telling swipe room card enable lift work. excellent security feature","Facilities"
"breakfast poor. wait space. took 15 times able place order wait 15mins just coffeecroissant.","Facilities"
"stylish, nice atmosphere","Facilities"
"stylish, comfortable, thoughtful touches i.e wine glasses room nice coffee. helpful staff, great location. proper treat stay here!","Facilities"
"super cool stylish place","Facilities"
"room booked given else. booked biggy given downgrade. offered room free breakfast. system, wait 50 minutes breakfast. paid colleagues room card arrived understood told colleague checked told room paid. unfortunately left company card pay. clearly told holding deposit only. service alby restaurant incredibly slow slow. ask twice drink had. recommend.","Facilities"
"nice hotel, good location us. nice bar area","Facilities"
"tea coffee replenished daily.","Facilities"
"great location, beautiful space lively atmosphere. good toiletries. varied eating options.","Facilities"
"forced use liftwould nice able walk stairs floor. room service food arrived lukewarm.","Facilities"
"stunning place, doubt. interior details simply wow. location perfect too, rooftop restaurant serves best food ive london book table advance!. eggs benedict breakfast yummy yum!","Facilities"
"bit upset, however, reachable hotel phone mail reachable all. 5 6 times reach reception calling mobile outside hotel, room answered emails package delivered there. dont cosmetics id need travel light possible dont expect face wash hair comb think shame.","Facilities"
"vibe lobby staff best roof views spots london.","Facilities"
"mattress soft seabird roof restaurant expectations.","Facilities"
"staff absolutely stand friendliness helpfulness. armie particular exceptional concierge id recommend hotel solely him.","Facilities"
"having ask room serviced.","Facilities"
"perfect!! love asap","Facilities"
"facilities beautiful, staff amazing, iggy promoted! thanks memorable stay. dx","Facilities"
"excellent vibe. great location.","Facilities"
"great location. good sized room appointed. generally clean tidy.","Facilities"
"room service application did work properly ended leaving hotel food. bath room smelt damp.","Facilities"
"atmosphere, lunch dinner rooftop seabird","Facilities"
"wals quitte sound neighbers","Facilities"
"smart hotel good location westminster, blackfriars thameslink tate modern. liked attractive design rooms, useful table 2 chairs lights power points right places. really nice bathroom roomy shower.","Facilities"
"difficulty booking website advantage flexible booking option end rooms ready early. quieter location easy hail black cab advised use uber wouldnt normally. breakfast busy advisable book weekend.","Facilities"
"stylish hotel, rooms beautiful. stayed lower floors view. amazing location.","Facilities"
"decor excellent. bed comfortable. quiet despite excellent location nr blackfriars bridge. brought dog helped dog bed, water bowls. great staff.","Facilities"
"nothing. high price probably expected london.","Facilities"
"reasonably priced hand. looks nice walked","Facilities"
"check process extremely long! waited 20 minutes, service breakfast awful! waited 20 mins took order waited 35 mins breakfast! tea stone cold! socket room hanging off, home comfort feeling there. man sorted food reservations professional, look people quite rude! attitude.","Facilities"
"especially staff attentive courteous extremely pleasant. quality team, claudia particularly stood out. friendly outstanding attitude customer service.","Facilities"
"little shortlived whine plumbing bedroom room exceptionally quiet insulated noise.","Facilities"
"art","Facilities"
"chicken sandwich sick week. encouraged tell lot severe pain immediately lasted 3 days caught cold. im sorry say fabulous.","Facilities"
"staff fantastic room stylish comfortable. room service nice","Facilities"
"wanted storage clothes flannels nice","Facilities"
"interior beautiful maintained.it lovely ambiance staff just lovely!","Facilities"
"complain perfect stay","Facilities"
"loved hotel. fab staff friendly especially anari guy walk just best, smiling helpful. stay","Facilities"
"room clean comfortable really interesting decoration old school industrial feel. bathroom shower excellent, good fridge wasnt working milk provided morning.","Facilities"
